Timestamp,Open,High,Low,Close,Volume__BTC_,Volume__Currency_,Weighted_Price
1491006300,1073.01,1073.97,1073,1073.6,0.39989238,429.34012485,1073.6391747
1491006360,1073.6,1073.6,1073.6,1073.6,0.27201631,292.03671042,1073.6
1491006420,1073.6,1073.6,1073.01,1073.01,0.086933,93.3231622,1073.5067489
1491006480,1073.01,1073.01,1073.01,1073.01,0.01089834,11.694027803,1073.01
1491006540,1073.57,1073.6,1073.57,1073.6,0.29015067,311.5054413,1073.598904
1491006600,1073.57,1073.57,1073,1073,1.513364,1623.848122,1073.0056497
1491006660,1073.45,1073.45,1073.45,1073.45,0.00948831,10.18522637,1073.45
1491006720,1073,1073,1073,1073,19.42396013,20841.909219,1073
1491006780,nan,nan,nan,nan,nan,nan,nan
1491006840,1072.64,1072.96,1072.64,1072.96,2.3725016,2545.3131012,1072.8393613
1491006900,1072.74,1072.74,1072.64,1072.64,4.86035529,5213.423734,1072.6425174
1491006960,1072.53,1072.53,1072.13,1072.13,8.87736612,9520.1345049,1072.4053031
1491007020,1072.13,1072.42,1070.81,1072.42,1.28645721,1379.3262618,1072.1897713
1491007080,1071.58,1072.96,1071.58,1072.96,3.40707456,3653.100614,1072.2103522
1491007140,1072.96,1072.96,1072.96,1072.96,0.10647135,114.2394997,1072.96
1491007200,nan,nan,nan,nan,nan,nan,nan
1491007260,1072.84,1072.91,1072.64,1072.91,0.58809418,630.85676134,1072.7138319
1491007320,nan,nan,nan,nan,nan,nan,nan
1491007380,1072.02,1072.52,1072.02,1072.52,0.05240296,56.193020729,1072.3253177
1491007440,1072.55,1072.64,1072.55,1072.64,0.14936322,160.21104388,1072.6271426
1491007500,1072.75,1072.91,1072.02,1072.03,3.06960095,3292.3135873,1072.5542639
1491007560,1072.02,1072.02,1072.02,1072.02,0.61488,659.1636576,1072.02
1491007620,1072.87,1072.91,1072.87,1072.91,4.66224282,5002.0952854,1072.89463
1491007680,1073.75,1073.99,1072.24,1072.85,12.09075,12979.054154,1073.4697313
1491007740,1073.01,1074,1072.2,1072.2,25.21904421,27044.704198,1072.3921166
1491007800,1072.08,1072.1,1072.08,1072.1,4.327,4638.9762759,1072.099902
1491007860,1072.09,1072.1,1072.08,1072.1,4.7189,5059.132266,1072.0999102
1491007920,1072.1,1072.1,1072.1,1072.1,0.09368,100.434328,1072.1
1491007980,1072.04,1072.04,1072.04,1072.04,0.7091725,760.2612869,1072.04
1491008040,1072.04,1072.1,1072.04,1072.04,2.46633859,2644.1165862,1072.0817478
1491008100,1072.04,1072.1,1072.04,1072.08,0.22964842,246.20511714,1072.0958461
1491008160,1072.08,1072.08,1072.08,1072.08,0.05299468,56.814536534,1072.08
1491008220,1072.08,1072.08,1072,1072,2.03179685,2178.1472575,1072.0300396
1491008280,1072,1072.1,1072,1072.1,10.7983379,11576.692575,1072.0809704
1491008340,1072.08,1072.19,1071.37,1071.37,2.18387,2341.4075699,1072.1368808
1491008400,1071.2,1071.2,1071.17,1071.17,6.53217672,6997.26624,1071.1997761
1491008460,1071.18,1071.2,1071.18,1071.19,10.9447859,11724.052853,1071.1998352
1491008520,1071.19,1071.2,1071.19,1071.19,9.68710978,10376.824991,1071.1992768
1491008580,1071.19,1071.2,1071.19,1071.19,2.432525,2605.7180898,1071.1988941
1491008640,1071.19,1071.2,1071.19,1071.19,0.52543326,562.83908229,1071.1904349
1491008700,1071,1071.2,1071,1071.2,3.91190171,4190.3653813,1071.1837086
1491008760,1071.12,1071.2,1071.12,1071.2,2.9219093,3129.9215415,1071.1905197
1491008820,1071.18,1071.2,1071.18,1071.2,2.3616,2529.7457074,1071.19991
1491008880,1070.92,1071.2,1070.92,1071.2,0.03598043,38.537796055,1071.076584
1491008940,1071.13,1071.13,1070.7,1070.7,0.28869678,309.13055985,1070.7793826
1491009000,1070.7,1071.01,1070.7,1071.01,2.19670811,2352.6860584,1071.0053137
1491009060,1071,1071.19,1071,1071.01,0.20892011,223.7892032,1071.1711917
1491009120,1071.14,1071.14,1071.14,1071.14,0.02126437,22.777117282,1071.14
1491009180,1070.7,1071.12,1070.63,1071.12,2.1537851,2306.1410803,1070.7387103
1491009240,1070.31,1070.31,1070.3,1070.31,2.84704752,3047.2233249,1070.3099627
1491009300,nan,nan,nan,nan,nan,nan,nan
1491009360,nan,nan,nan,nan,nan,nan,nan
1491009420,1070.15,1070.15,1070.15,1070.15,21.19534,22682.193101,1070.15
1491009480,nan,nan,nan,nan,nan,nan,nan
1491009540,1070.16,1070.31,1070.16,1070.16,3.43809,3679.5476811,1070.2301805
1491009600,1070.16,1070.31,1070.15,1070.15,7.22989272,7737.5385465,1070.2148491
1491009660,1070.15,1070.31,1070.15,1070.31,16.91041,18098.040443,1070.2307303
1491009720,1070.31,1070.31,1070.3,1070.3,3.0242576,3236.8695331,1070.3021902
1491009780,1070.3,1070.31,1070.3,1070.31,1.2330485,1319.7439527,1070.3098481
1491009840,1070.3,1070.3,1070.15,1070.3,9.39824,10058.919924,1070.2982605
1491009900,1070.31,1070.31,1070.31,1070.31,0.20091922,215.04585036,1070.31
1491009960,1070.31,1070.78,1070.31,1070.78,6.77125932,7248.405956,1070.4664544
1491010020,nan,nan,nan,nan,nan,nan,nan
1491010080,1070.3,1070.3,1070.15,1070.27,1.47548,1579.1551516,1070.2653724
1491010140,1070.34,1070.34,1070.15,1070.15,0.06260144,67.00284929,1070.3084352
1491010200,1070.34,1070.34,1070.34,1070.34,0.54557899,583.95501616,1070.34
1491010260,1070.34,1070.34,1070.15,1070.33,6.44412524,6896.2666051,1070.1633423
1491010320,1070.33,1070.33,1070,1070,11.14733592,11927.693144,1070.0039211
1491010380,nan,nan,nan,nan,nan,nan,nan
1491010440,1070,1070,1070,1070,0.2282,244.174,1070
1491010500,nan,nan,nan,nan,nan,nan,nan
1491010560,nan,nan,nan,nan,nan,nan,nan
1491010620,1070,1070,1070,1070,4.15105,4441.6235,1070
1491010680,1070.32,1070.33,1070.32,1070.33,0.11377807,121.77912037,1070.3215512
1491010740,1070.33,1070.43,1070.33,1070.43,1.5973375,1709.7027762,1070.3453567
1491010800,1070.32,1070.87,1070.32,1070.87,0.04423481,47.357955485,1070.6037956
1491010860,1070.34,1070.34,1070,1070.27,0.81713,874.34360854,1070.0177555
1491010920,nan,nan,nan,nan,nan,nan,nan
1491010980,1070,1070,1070,1070,0.02719,29.0933,1070
1491011040,1070.7,1070.7,1070.02,1070.02,1.03071727,1102.9185345,1070.049534
1491011100,1070,1070.69,1070,1070.69,2.1488,2299.237942,1070.0102113
1491011160,1070.69,1070.7,1070,1070,1.52896,1636.0569183,1070.0455985
1491011220,1070,1070.01,1070,1070,2.22019157,2375.6053128,1070.00015
1491011280,1070.29,1070.29,1068.62,1068.63,0.95392316,1019.782893,1069.0409204
1491011340,1069.15,1070.7,1068.55,1070.7,10.92342,11685.358052,1069.7527012
1491011400,1071.19,1071.19,1068.56,1070.47,5.55469618,5947.1427687,1070.6513148
1491011460,1069.65,1069.65,1069.65,1069.65,0.3502,374.59143,1069.65
1491011520,1069.64,1069.64,1068.5,1069.64,1.35609,1449.6049976,1068.9592856
1491011580,1068.53,1069.64,1068.53,1069.64,1.23205,1316.5212415,1068.5615369
1491011640,1069.64,1069.64,1069.64,1069.64,0.709896,759.33315744,1069.64
1491011700,1068.58,1069.64,1068.58,1069.64,0.29304551,313.42919508,1069.558087
1491011760,1069.64,1069.65,1068.55,1069.65,2.249534,2405.1413776,1069.173161
1491011820,1068.58,1069.65,1068.54,1068.54,4.27905,4573.1766091,1068.7364273
1491011880,1069.64,1069.64,1068.54,1068.54,0.35758,382.2979732,1069.1257151
1491011940,1068.53,1069.64,1068.53,1069.64,0.60229,643.9536557,1069.1754067
1491012000,1069.64,1069.64,1069.64,1069.64,0.7004,749.175856,1069.64
1491012060,1069.65,1069.65,1069.65,1069.65,0.1904,203.66136,1069.65
1491012120,1070.04,1070.04,1068.53,1069.63,1.476416,1578.7893151,1069.3390719
1491012180,1068.55,1069.2,1068.54,1069.2,2.24871961,2402.8697993,1068.5502046
1491012240,1069.2,1069.63,1068.57,1069.63,10.2942088,11010.167702,1069.5496775
1491012300,1068.66,1069.25,1068.64,1069.25,2.52383,2697.301834,1068.7335653
1491012360,1069.01,1069.01,1069.01,1069.01,0.264,282.21864,1069.01
1491012420,1069.01,1069.25,1068.56,1068.56,1.37621245,1470.8355422,1068.7561664
1491012480,1069.25,1069.63,1069.01,1069.63,1.47518755,1577.2096581,1069.1587372
1491012540,1069.62,1069.77,1069.21,1069.77,3.36125617,3595.1793321,1069.5939703
1491012600,nan,nan,nan,nan,nan,nan,nan
1491012660,nan,nan,nan,nan,nan,nan,nan
1491012720,nan,nan,nan,nan,nan,nan,nan
1491012780,1069.72,1069.72,1069.72,1069.72,0.0932487,99.749999364,1069.72
1491012840,1069.71,1069.71,1069.71,1069.71,0.05470948,58.523277851,1069.71
1491012900,1069.71,1070.42,1069.71,1070.42,4.66350569,4990.4697642,1070.1112202
1491012960,1069.97,1071.01,1069.97,1071.01,1.55449,1664.3564149,1070.6768232
1491013020,nan,nan,nan,nan,nan,nan,nan
1491013080,1070.25,1071.06,1069.72,1071.06,4.25911761,4561.3247936,1070.9553507
1491013140,1070.25,1071.2,1069.86,1069.86,10.10308069,10811.650267,1070.1340115
1491013200,1069.32,1071.2,1069.32,1071.2,20.24475304,21657.001456,1069.7587376
1491013260,1070.36,1071.2,1070.36,1071.18,3.57127361,3824.9437135,1071.0307109
1491013320,1070.36,1070.36,1070.36,1070.36,0.04797,51.3451692,1070.36
1491013380,1069.31,1069.31,1069.31,1069.31,0.01807,19.3224317,1069.31
1491013440,1070.36,1071.19,1069.32,1070.96,3.07925896,3296.4484426,1070.5330358
1491013500,1071.2,1071.2,1071.19,1071.19,0.0465,49.8106981,1071.1978086
1491013560,1069.95,1070.28,1069.95,1070.2,2.82846,3026.8765108,1070.1500148
1491013620,1069.95,1070.27,1069.63,1069.73,0.55610805,595.10546307,1070.1256043
1491013680,1069.73,1071.2,1069.73,1070.67,3.339054,3574.1059779,1070.3947819
1491013740,1070.67,1071.2,1070.67,1071.2,15.1857,16266.434787,1071.1679269
1491013800,1071.2,1071.2,1070.85,1071.2,2.68172,2872.385464,1071.0981997
1491013860,nan,nan,nan,nan,nan,nan,nan
1491013920,1070.23,1070.23,1070.23,1070.23,0.027,28.89621,1070.23
1491013980,1069.95,1069.95,1069.31,1069.31,0.01686,18.037745218,1069.854402
1491014040,nan,nan,nan,nan,nan,nan,nan
1491014100,nan,nan,nan,nan,nan,nan,nan
1491014160,nan,nan,nan,nan,nan,nan,nan
1491014220,nan,nan,nan,nan,nan,nan,nan
1491014280,1069.31,1070.21,1069.31,1069.31,0.18371473,196.52550594,1069.7318932
1491014340,nan,nan,nan,nan,nan,nan,nan
1491014400,nan,nan,nan,nan,nan,nan,nan
1491014460,nan,nan,nan,nan,nan,nan,nan
1491014520,1070.21,1070.21,1070.21,1070.21,0.21859,233.9372039,1070.21
1491014580,nan,nan,nan,nan,nan,nan,nan
1491014640,1069.31,1070.2,1068.55,1068.55,7.11170556,7601.6339456,1068.8904204
1491014700,1070.2,1070.2,1068.53,1069.48,2.71883,2906.7636338,1069.1229808
1491014760,1069.48,1070.2,1069.48,1070.2,3.04905,3262.897434,1070.1357584
1491014820,1069.53,1070.2,1069.14,1070.2,3.65168,3906.8118884,1069.8669896
1491014880,nan,nan,nan,nan,nan,nan,nan
1491014940,nan,nan,nan,nan,nan,nan,nan
1491015000,1069.13,1069.13,1068.6,1068.6,0.72014957,769.76801727,1068.900197
1491015060,nan,nan,nan,nan,nan,nan,nan
1491015120,1069.12,1069.12,1069.12,1069.12,0.10076512,107.73000509,1069.12
1491015180,nan,nan,nan,nan,nan,nan,nan
1491015240,1069.13,1069.58,1069.13,1069.58,4,4277.2905186,1069.3226296
1491015300,1068.57,1068.58,1068.47,1068.47,4.02998,4306.2690788,1068.5584243
1491015360,1068.47,1068.47,1068.47,1068.47,0.01017,10.8663399,1068.47
1491015420,1068.99,1068.99,1068.99,1068.99,0.09331238,99.750001096,1068.99
1491015480,nan,nan,nan,nan,nan,nan,nan
1491015540,nan,nan,nan,nan,nan,nan,nan
1491015600,nan,nan,nan,nan,nan,nan,nan
1491015660,1068.47,1068.47,1068.47,1068.47,0.01,10.6847,1068.47
1491015720,1068.98,1068.98,1068.98,1068.98,0.05346561,57.153667778,1068.98
1491015780,nan,nan,nan,nan,nan,nan,nan
1491015840,1068.47,1068.97,1068.18,1068.97,1.88081006,2010.2039157,1068.7968756
1491015900,1068,1071.11,1068,1071.11,11.06170083,11829.603119,1069.4199112
1491015960,1068.5,1068.5,1068.5,1068.5,1.27244,1359.60214,1068.5
1491016020,1068.49,1068.49,1068,1068,1.2,1282.09,1068.4083333
1491016080,1068,1068,1067,1067.01,10.48355,11195.8334,1067.9429583
1491016140,1067.01,1067.66,1067.01,1067.66,2.18705,2334.6547705,1067.4903502
1491016200,nan,nan,nan,nan,nan,nan,nan
1491016260,1067.01,1067.01,1067,1067,0.86833937,926.52660879,1067.00979
1491016320,nan,nan,nan,nan,nan,nan,nan
1491016380,nan,nan,nan,nan,nan,nan,nan
1491016440,nan,nan,nan,nan,nan,nan,nan
1491016500,nan,nan,nan,nan,nan,nan,nan
1491016560,1067.83,1067.83,1067.83,1067.83,0.07503261,80.122071936,1067.83
1491016620,1067.8,1068.11,1067.79,1067.79,2.85906,3053.6601734,1068.0643895
1491016680,1068.1,1068.1,1068.1,1068.1,0.02523721,26.955864001,1068.1
1491016740,1067.01,1068.1,1067.01,1068.1,0.69730471,744.11767903,1067.1341644
1491016800,1068.1,1068.1,1068.1,1068.1,1.55965,1665.862165,1068.1
1491016860,1067.02,1068.1,1067.02,1068.1,0.45014927,480.73359309,1067.9426251
1491016920,1067.02,1068.11,1067.02,1068.11,12.3878183,13218.10123,1067.024145
1491016980,1067.67,1068.11,1067,1068.11,3.19860028,3413.3205389,1067.1294442
1491017040,1067,1068.11,1067,1067,2.26807286,2420.1214544,1067.0386728
1491017100,1067,1068.11,1067,1067,1.23833,1322.2401892,1067.7607659
1491017160,1067,1067,1067,1067,7.59199332,8100.6568724,1067
1491017220,1066.1,1067.37,1066.1,1066.1,4.81765,5141.170785,1067.1532355
1491017280,1068.09,1068.1,1066.2,1066.2,11.16211,11913.613282,1067.3262745
1491017340,nan,nan,nan,nan,nan,nan,nan
1491017400,1067.26,1067.26,1067.26,1067.26,3.01705,3219.976783,1067.26
1491017460,1066.01,1066.01,1066.01,1066.01,0.00595378,6.3467890178,1066.01
1491017520,1066.01,1066.01,1066.01,1066.01,12,12792.12,1066.01
1491017580,nan,nan,nan,nan,nan,nan,nan
1491017640,1066.01,1066.01,1065.61,1065.61,2.48316,2646.5187661,1065.7866453
1491017700,1066.49,1069.1,1066.49,1069.06,11.33624662,12101.531621,1067.5077939
1491017760,nan,nan,nan,nan,nan,nan,nan
1491017820,nan,nan,nan,nan,nan,nan,nan
1491017880,nan,nan,nan,nan,nan,nan,nan
1491017940,nan,nan,nan,nan,nan,nan,nan
1491018000,nan,nan,nan,nan,nan,nan,nan
1491018060,1067.65,1067.76,1067.65,1067.76,1,1067.72271,1067.72271
1491018120,1067.2,1069.32,1067.09,1067.2,4.1936,4476.094784,1067.3633117
1491018180,1067.2,1068.88,1066.93,1068.12,3.43173,3662.9769536,1067.3849497
1491018240,1068.12,1068.89,1068.07,1068.6,2.28766504,2443.568162,1068.1494534
1491018300,1066.84,1067.8,1066.84,1067.43,1.86618,1991.1205264,1066.9498796
1491018360,1067.43,1067.77,1066.17,1067.77,31.3242,33411.619734,1066.6392034
1491018420,1067.8,1069.55,1067.8,1068.18,3.51506429,3754.8873047,1068.2272058
1491018480,1068.18,1069.66,1067.55,1069.6,4.62775,4943.2969815,1068.1858315
1491018540,1069.59,1069.59,1068.3,1068.3,3.32935,3557.2085439,1068.4393482
1491018600,1068.3,1068.3,1068.3,1068.3,2.77996,2969.831268,1068.3
1491018660,1067.48,1067.48,1067.24,1067.48,1.32228243,1411.4634884,1067.4447882
1491018720,1067.48,1069.36,1067.06,1069.16,0.9574,1022.4406001,1067.9346147
1491018780,1067.35,1067.35,1067.07,1067.35,1.19811,1278.7895485,1067.339016
1491018840,1067.35,1069.15,1067.35,1067.92,0.8898,950.5199181,1068.2399619
1491018900,1067.92,1067.92,1066.43,1066.43,3.8562,4113.9796408,1066.8480994
1491018960,1067.92,1069.16,1066.82,1066.82,0.9807,1047.18739,1067.7958499
1491019020,1066.82,1069.15,1066.82,1068.93,5.2528805,5608.6140214,1067.7216094
1491019080,1068.93,1068.93,1066.47,1067.23,0.72159242,770.48772716,1067.7602838
1491019140,1067.23,1069.16,1067.23,1069.15,1.2725,1359.020151,1067.9922601
1491019200,1069.15,1069.16,1068.1,1068.99,0.62397,667.014065,1068.9841899
1491019260,1068.99,1068.99,1068.26,1068.99,2.26373,2418.6917158,1068.4541512
1491019320,1068.97,1068.99,1068.97,1068.99,2.48370834,2655.0560113,1068.9886443
1491019380,1068.99,1068.99,1067.24,1067.24,3.49310962,3728.9157565,1067.5060797
1491019440,1068.22,1068.22,1068.22,1068.22,0.2836,302.947192,1068.22
1491019500,1068.22,1068.22,1068.22,1068.22,0.1708,182.451976,1068.22
1491019560,1067.26,1068.22,1067.23,1068.22,13.49947652,14407.377412,1067.2545258
1491019620,1068.22,1068.98,1068.03,1068.03,1.30485698,1394.1643209,1068.4422449
1491019680,1068.03,1068.03,1067.57,1068.03,0.3186,340.185578,1067.7513434
1491019740,1068.03,1068.76,1068.03,1068.76,0.5786,617.98508,1068.0696163
1491019800,1068.99,1068.99,1068.1,1068.7,0.8556,913.969038,1068.220007
1491019860,1068.7,1068.7,1068,1068.7,10.2849,10985.166095,1068.0868161
1491019920,1068.7,1070.1,1068.22,1068.22,2.922,3122.2410881,1068.5287776
1491019980,1069,1069,1068.43,1068.43,0.259279,277.080046,1068.6559498
1491020040,nan,nan,nan,nan,nan,nan,nan
1491020100,1068.43,1068.88,1068.43,1068.88,2.3667,2529.553821,1068.8105045
1491020160,1068.06,1068.06,1068.06,1068.06,0.0314,33.537084,1068.06
1491020220,nan,nan,nan,nan,nan,nan,nan
1491020280,1068.05,1068.05,1067.23,1067.23,0.63610958,678.88427816,1067.2442288
1491020340,nan,nan,nan,nan,nan,nan,nan
1491020400,1068.05,1068.06,1068.05,1068.05,0.1884,201.221248,1068.0533333
1491020460,1068.05,1068.05,1067.98,1067.99,2.5571,2730.935426,1067.9814735
1491020520,1067.99,1067.99,1067.23,1067.5,3.15078308,3364.4836005,1067.8245741
1491020580,1067.5,1067.5,1067.5,1067.5,0.1884,201.117,1067.5
1491020640,1067.5,1067.5,1067.5,1067.5,0.2208,235.704,1067.5
1491020700,1067.5,1067.99,1067.5,1067.99,2.7495,2935.198431,1067.538982
1491020760,1068,1068,1067.89,1067.89,0.3793,405.07513,1067.9544688
1491020820,1067.89,1067.89,1067.89,1067.89,0.1884,201.190476,1067.89
1491020880,1067.89,1067.89,1067.89,1067.89,0.0912,97.391568,1067.89
1491020940,1067.89,1067.89,1067.87,1067.87,2.12311,2267.2073597,1067.8708874
1491021000,1067.89,1068.06,1067.89,1068.06,6.8891468,7357.3927574,1067.9686427
1491021060,1068.06,1068.68,1068.06,1068.68,0.3768,402.67595477,1068.6729161
1491021120,1068.67,1068.8,1068.67,1068.67,0.1884,201.34205137,1068.6945402
1491021180,1068.66,1068.66,1068,1068.66,2.63025274,2810.4307501,1068.5021661
1491021240,1068,1068.67,1068,1068.65,4.6565,4973.2458889,1068.0223105
1491021300,1068.65,1068.65,1068.65,1068.65,0.018,19.2357,1068.65
1491021360,nan,nan,nan,nan,nan,nan,nan
1491021420,1068.65,1068.65,1068,1068,8.14066644,8694.3294717,1068.0120032
1491021480,nan,nan,nan,nan,nan,nan,nan
1491021540,nan,nan,nan,nan,nan,nan,nan
1491021600,nan,nan,nan,nan,nan,nan,nan
1491021660,1067.73,1068,1067.73,1068,1.258,1343.44734,1067.9231638
1491021720,1068.44,1070.29,1068.04,1068.44,4.15555065,4441.1908269,1068.7370221
1491021780,1068.32,1071.53,1068.27,1071.53,2.3077756,2467.9088541,1069.3885723
1491021840,1071.5,1071.5,1069.8,1069.81,0.34198,365.955687,1070.1084479
1491021900,1069.95,1072.29,1069.01,1072.29,10.88283,11663.727711,1071.7550225
1491021960,1071.3,1072.28,1069.44,1069.44,10.15308,10879.272226,1071.5243282
1491022020,1069.44,1071.69,1069.44,1071.58,10.1249,10850.522084,1071.6670865
1491022080,1070.62,1072.42,1069.44,1069.5,38.05915,40721.086333,1069.9420858
1491022140,1069.5,1069.5,1069.44,1069.5,21.57315,23072.406438,1069.4964082
1491022200,1069.5,1069.5,1069.44,1069.44,0.43919772,469.71920934,1069.4937336
1491022260,1069.5,1069.5,1068.94,1069.5,20.30934244,21720.528708,1069.4845868
1491022320,1069.5,1071.59,1069.5,1069.87,13.1206,14033.979869,1069.6141845
1491022380,1069.87,1069.87,1068.13,1068.13,3.67851,3932.4510358,1069.0336674
1491022440,1069.09,1069.87,1069.09,1069.1,2.52645,2702.890189,1069.837198
1491022500,1069.1,1070.82,1068.78,1070.82,1.38952186,1486.7365615,1069.9627004
1491022560,1071.27,1071.3,1071.26,1071.3,0.13911753,149.03261019,1071.2712495
1491022620,1071.3,1072.27,1069.7,1069.7,0.48021029,514.35797528,1071.1098575
1491022680,1071.07,1071.07,1071.07,1071.07,0.0939,100.573473,1071.07
1491022740,1069.74,1069.74,1069.74,1069.74,0.019,20.32506,1069.74
1491022800,1070.34,1070.34,1070.34,1070.34,0.07402,79.2265668,1070.34
1491022860,nan,nan,nan,nan,nan,nan,nan
1491022920,nan,nan,nan,nan,nan,nan,nan
1491022980,nan,nan,nan,nan,nan,nan,nan
1491023040,1070.42,1070.87,1069.75,1069.75,0.97614401,1045.2252632,1070.7695304
1491023100,1069.75,1069.76,1069.75,1069.75,1.83699,1965.1260241,1069.7532508
1491023160,1069.81,1069.81,1069.81,1069.81,8,8558.48,1069.81
1491023220,1069.74,1069.74,1068,1068,26.25,28036.52529,1068.0581063
1491023280,nan,nan,nan,nan,nan,nan,nan
1491023340,1068.83,1069.15,1068.83,1069.15,1,1069.13688,1069.13688
1491023400,1069.26,1069.26,1069.26,1069.26,0.1,106.926,1069.26
1491023460,nan,nan,nan,nan,nan,nan,nan
1491023520,1069.28,1069.28,1069.28,1069.28,0.0571372,61.095665216,1069.28
1491023580,1068,1068,1068,1068,1.37558,1469.11944,1068
1491023640,nan,nan,nan,nan,nan,nan,nan
1491023700,1069.27,1069.27,1069.27,1069.27,0.02922154,31.245716076,1069.27
1491023760,nan,nan,nan,nan,nan,nan,nan
1491023820,nan,nan,nan,nan,nan,nan,nan
1491023880,nan,nan,nan,nan,nan,nan,nan
1491023940,1068,1068.99,1068,1068.99,0.22289366,238.2340379,1068.8237517
1491024000,1068,1068.59,1068,1068.59,0.18335211,195.82664502,1068.0359502
1491024060,1068,1068,1068,1068,0.60852211,649.90161348,1068
1491024120,nan,nan,nan,nan,nan,nan,nan
1491024180,1068.59,1068.59,1068.59,1068.59,0.36449177,389.4922605,1068.59
1491024240,1068.59,1068.59,1067.23,1067.23,3.93218504,4198.4426409,1067.7123783
1491024300,1066.91,1068.48,1066.84,1067.5,4.16395518,4443.1547301,1067.0515263
1491024360,1066.84,1066.84,1066.06,1066.06,1.31369526,1401.172193,1066.5884514
1491024420,1066.06,1066.06,1066.06,1066.06,2.58077106,2751.2567962,1066.06
1491024480,1066.58,1066.58,1066.12,1066.12,0.26368435,281.12354502,1066.1366328
1491024540,nan,nan,nan,nan,nan,nan,nan
1491024600,1066.05,1066.05,1066.05,1066.05,0.0507,54.048735,1066.05
1491024660,nan,nan,nan,nan,nan,nan,nan
1491024720,nan,nan,nan,nan,nan,nan,nan
1491024780,1066.58,1066.88,1066.01,1066.01,6.58219296,7017.566485,1066.1441449
1491024840,1065.86,1066,1065.86,1065.86,1.76166962,1877.7848349,1065.9120266
1491024900,1066.84,1068.12,1065.5,1065.5,4.88393538,5207.310097,1066.2119156
1491024960,1066.77,1068.89,1066.12,1068.24,1.54390977,1648.083306,1067.4738498
1491025020,1065.95,1068.67,1065.95,1068.67,0.40492,432.2782364,1067.5645471
1491025080,1065.95,1065.95,1065.56,1065.56,2.09994869,2238.0094261,1065.744814
1491025140,1066.04,1067.74,1066.04,1067.74,0.29545,315.432418,1067.6338399
1491025200,1068.2,1070.31,1068.2,1070.31,0.80277681,858.3186632,1069.187167
1491025260,nan,nan,nan,nan,nan,nan,nan
1491025320,nan,nan,nan,nan,nan,nan,nan
1491025380,nan,nan,nan,nan,nan,nan,nan
1491025440,nan,nan,nan,nan,nan,nan,nan
1491025500,1068.32,1068.32,1067.93,1067.93,4.01,4283.3646603,1068.1707382
1491025560,1067.51,1067.87,1067.51,1067.87,1.53811,1642.1278061,1067.6270267
1491025620,1067.19,1069.9,1067.19,1069.9,2.763,2953.9883009,1069.1235255
1491025680,1069.15,1069.15,1069.15,1069.15,0.106,113.3299,1069.15
1491025740,1068.32,1068.32,1067.6,1067.6,40,42707.854097,1067.6963524
1491025800,nan,nan,nan,nan,nan,nan,nan
1491025860,1067.53,1067.56,1067.53,1067.56,0.55086,588.0648093,1067.5395006
1491025920,1067.7,1067.7,1067.69,1067.69,20.2,21567.34,1067.690099
1491025980,1067.69,1073.03,1067.52,1073.03,5.67882639,6068.967171,1068.7009523
1491026040,nan,nan,nan,nan,nan,nan,nan
1491026100,1069.11,1069.62,1068.36,1069.62,2.21991,2371.8810951,1068.4582236
1491026160,1069.14,1069.95,1069.14,1069.95,0.25845,276.377553,1069.3656529
